rank,artist,track,label,sp_peak,sp_last_week,sp_woc,streams,date
76,Justin Bieber,Mistletoe,RBMG/Def Jam,15,171,45,4420086,12/5/2024
77,Chappell Roan,Pink Pony Club,Chappell Roan PS/ Island,12,55,26,4403700,12/5/2024
78,NLE Choppa,Gang Baby,Warner Records,78,91,2,4375596,12/5/2024
79,"Zach Bryan, Kacey Musgraves",I Remember Everything (feat. Kacey Musgraves),Warner Records,1,54,67,4357410,12/5/2024
80,Frank Sinatra,Have Yourself A Merry Little Christmas - Remastered 1999,Capitol Records,58,194,11,4311578,12/5/2024
81,Morgan Wallen,Love Somebody,Big Loud Records / Mercury Records / Republic Records,3,48,7,4300869,12/5/2024
82,Sabrina Carpenter,Bed Chem,Island Records,7,49,15,4288454,12/5/2024
83,Gene Autry,Here Comes Santa Claus (Right Down Santa Claus Lane) - 1947 Version,Columbia/Legacy,44,174,28,4269878,12/5/2024
84,Gunna,on one tonight,300 Entertainment,51,70,8,4262191,12/5/2024
85,Laufey,Winter Wonderland - Spotify Singles Holiday,Laufey,50,192,6,4242270,12/5/2024
86,Hozier,Too Sweet,Rubyworks / Universal-Island Records Ltd,1,75,37,4222288,12/5/2024
87,"Kendrick Lamar, Hitta J3, YoungThreat, Peysoh","gnx (feat. hitta j3, youngthreat, peysoh)","pgLang, under exclusive license to Interscope Records",16,16,2,4215905,12/5/2024
88,Tommy Richman,MILLION DOLLAR BABY,PULSE Records,2,60,32,4186397,12/5/2024
89,Juice WRLD,The Party Never Ends,Grade A Productions/Interscope Records,89,-1,1,4141983,12/5/2024
90,"Rauw Alejandro, Bad Bunny",Qué Pasaría...,Sony Music Latin/Duars Entertainment,31,53,3,4098436,12/5/2024
91,Frank Ocean,Pink + White,Boys Don't Cry,30,69,121,4037750,12/5/2024
92,Zach Bryan,Something in the Orange,Warner Records,4,61,137,4019090,12/5/2024
93,Juice WRLD,All Girls Are The Same,Juice WRLD Mixtape / ISR P&D,13,68,274,4013241,12/5/2024
94,Paul McCartney,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney Catalog,17,-1,36,3856609,12/5/2024
95,"Juice WRLD, Nicki Minaj",AGATS2 (Insecure) [with Nicki Minaj],Grade A Productions/Interscope Records,95,-1,1,3853802,12/5/2024
96,"Jonathan Bailey, Ariana Grande, Ethan Slater, Marissa Bode, Cynthia Erivo",Dancing Through Life,Universal Studios and Republic Records,93,93,2,3823748,12/5/2024
97,Mitski,My Love Mine All Mine,Dead Oceans,3,81,64,3781573,12/5/2024
98,Juice WRLD,Lucid Dreams,Juice WRLD Mixtape / ISR P&D,1,78,254,3779555,12/5/2024
99,Juice WRLD,KTM Drip,Grade A Productions/Interscope Records,99,-1,1,3726881,12/5/2024
100,Sabrina Carpenter,Juno,Island Records,13,58,15,3682812,12/5/2024
101,Eagles,Please Come Home for Christmas - 2013 Remaster,Rhino/Elektra,29,-1,17,3671031,12/5/2024
102,SZA,Snooze,Top Dawg Entertainment/RCA Records,10,84,104,3660033,12/5/2024
103,Zach Bryan,Pink Skies,Warner Records,8,77,28,3651995,12/5/2024
104,"Wicked Movie Cast, Ariana Grande, Andy Nyman, Courtney-Mae Briggs, Jeff Goldblum, Sharon D. Clarke, Jenna Boyd",No One Mourns the Wicked,Universal Studios and Republic Records,95,95,2,3603020,12/5/2024
105,"Tyler, The Creator, Teezo Touchdown","Darling, I (feat. Teezo Touchdown)",Columbia,4,57,6,3586020,12/5/2024
106,Hotel Ugly,Shut up My Moms Calling,"Hotel Ugly, under exclusive license to Amuseio AB",29,118,118,3584889,12/5/2024
107,PinkPantheress,Pain,Parlophone UK,48,92,67,3569303,12/5/2024
108,SZA,Kill Bill,Top Dawg Entertainment/RCA Records,1,85,104,3565735,12/5/2024
109,Juice WRLD,Cuffed,Grade A Productions/Interscope Records,109,-1,1,3560793,12/5/2024
110,Juice WRLD,Party By Myself,Grade A Productions/Interscope Records,110,-1,1,3541985,12/5/2024
111,Bing Crosby,Do You Hear What I Hear? - Remastered 2006,Capitol Records,48,-1,31,3533682,12/5/2024
112,"Cynthia Erivo, Michelle Yeoh",The Wizard And I,Universal Studios and Republic Records,105,105,2,3506128,12/5/2024
113,Ariana Grande,we can't be friends (wait for your love),Republic Records,2,124,39,3492068,12/5/2024
114,"Juice WRLD, Eminem, benny blanco",Lace It (with Eminem & benny blanco),Grade A Productions/Interscope Records,56,-1,5,3438614,12/5/2024
115,Lola Young,Messy,Universal-Island Records Ltd.,115,-1,1,3432285,12/5/2024
116,Zach Bryan,Heading South,Warner Records,30,96,108,3389420,12/5/2024
117,"Juice WRLD, Offset",Celebrate (with Offset),Grade A Productions/Interscope Records,117,-1,1,3365100,12/5/2024
118,TV Girl,Lovers Rock,TV Girl,38,101,107,3349687,12/5/2024
119,Frank Ocean,White Ferrari,Boys Don't Cry,64,108,14,3348863,12/5/2024
120,"Morgan Wallen, ERNEST",Cowgirls (feat. ERNEST),Big Loud Records / Mercury Records / Republic Records,19,76,85,3348749,12/5/2024
121,Arctic Monkeys,505,Domino Recording Co,18,94,202,3334579,12/5/2024
122,Dasha,Austin (Boots Stop Workin'),Warner Records,20,88,39,3333699,12/5/2024
123,Luke Combs,Ain't No Love In Oklahoma (From Twisters: The Album),Atlantic Records,17,123,29,3321067,12/5/2024
124,Pentatonix,Hallelujah,RCA Records Label,89,-1,18,3319679,12/5/2024
125,Bryson Tiller,Don't,TrapSoul/RCA Records,58,110,154,3305811,12/5/2024
126,"John Lennon, Yoko Ono",Happy Xmas (War Is Over) - Remastered 2010,EMI Catalogue,32,-1,35,3297695,12/5/2024
127,Vance Joy,Riptide,Atlantic Records,59,104,69,3286095,12/5/2024
128,The Kid LAROI,Goodbye,Grade A Productions/Interscope Records,128,-1,1,3239742,12/5/2024
129,Imogen Heap,Headlock,Megaphonic,129,179,3,3238408,12/5/2024
130,"Tito Double P, Peso Pluma",DOS DÍAS,2024 Double P Records,50,90,13,3233484,12/5/2024
131,"Tyler, The Creator",Rah Tah Tah,Columbia,3,67,6,3227259,12/5/2024
132,Don Toliver,NEW DROP,Cactus Jack / Atlantic,53,89,12,3224864,12/5/2024
133,Elton John,Step Into Christmas - Remastered 1995,EMI,52,-1,11,3224630,12/5/2024
134,Juice WRLD,Love Letter,Grade A Productions/Interscope Records,134,-1,1,3202763,12/5/2024
135,Sabrina Carpenter,A Nonsense Christmas,Island Records,111,-1,3,3200991,12/5/2024
136,Burl Ives,Rudolph The Red-Nosed Reindeer,Geffen,37,-1,27,3184876,12/5/2024
137,"Future, Metro Boomin, Kendrick Lamar",Like That,Wilburn Holding Co./Boominati/Epic/Republic,1,114,37,3136674,12/5/2024
138,Juice WRLD,Adore You,Grade A Productions/Interscope Records,138,-1,1,3132044,12/5/2024
139,Djo,End of Beginning,Djo,3,136,42,3124216,12/5/2024
140,"Travis Scott, Playboi Carti",FE!N (feat. Playboi Carti),Cactus Jack/Epic,2,99,71,3121694,12/5/2024
141,Juice WRLD,Condone It,Grade A Productions/Interscope Records,141,-1,1,3114373,12/5/2024
142,Andy Williams,Happy Holiday / The Holiday Season,Columbia/Legacy,54,-1,16,3105168,12/5/2024
143,Morgan Wallen,Last Night,Big Loud Records / Mercury Records / Republic Records,1,86,97,3099110,12/5/2024
144,BigXthaPlug,Mmhmm,BigXthaPlug under exclusive license to UnitedMasters LLC,38,106,51,3095011,12/5/2024
145,Fleetwood Mac,Dreams - 2004 Remaster,Rhino/Warner Records,6,109,203,3076382,12/5/2024
146,Juice WRLD,Barbarian,Grade A Productions/Interscope Records,146,-1,1,3065626,12/5/2024
147,Billie Eilish,CHIHIRO,Darkroom/Interscope Records,7,126,29,3063003,12/5/2024
148,The Goo Goo Dolls,Iris,Warner Records,85,102,42,3058292,12/5/2024
149,"Tyler, The Creator, ScHoolboy Q, Santigold",Thought I Was Dead (feat. ScHoolboy Q & Santigold),Columbia,12,80,6,3042430,12/5/2024
150,Chappell Roan,Red Wine Supernova,Chappell Roan PS/ Island,15,122,35,3038130,12/5/2024
151,Zach Top,I Never Lie,Leo33,98,98,9,3023540,12/5/2024
152,"Rauw Alejandro, Romeo Santos",Khé?,Sony Music Latin/Duars Entertainment,59,87,3,3022574,12/5/2024
153,"Juice WRLD, Fall Out Boy",Best Friend (with Fall Out Boy),Grade A Productions/Interscope Records,153,-1,1,3016527,12/5/2024
154,Taylor Swift,Christmas Tree Farm,Taylor Swift,51,-1,14,2999995,12/5/2024
155,"Gwen Stefani, Blake Shelton",You Make It Feel Like Christmas (feat. Blake Shelton),UMGRI Interscope,61,-1,16,2995445,12/5/2024
156,Morgan Wallen,Lies Lies Lies,Big Loud Records / Mercury Records / Republic Records,9,103,22,2990553,12/5/2024
157,Mark Ambor,Run Rudolph Run - Spotify Singles Holiday,"Hundred Days Records, LLC",157,-1,1,2976533,12/5/2024
158,Tito Double P,NADIE,Double P Records,158,-1,1,2970740,12/5/2024
159,Steve Lacy,Dark Red,Three Quarter,16,135,171,2960064,12/5/2024
160,"Peso Pluma, Neton Vega",LA PATRULLA,2024 Double P Records,39,127,23,2942690,12/5/2024
161,Arctic Monkeys,I Wanna Be Yours,Domino Recording Co,62,141,110,2934001,12/5/2024
162,Gunna,one of wun,300 Entertainment,23,115,30,2907751,12/5/2024
163,The Red Clay Strays,Wondering Why,Red Clay Strays,83,117,40,2907672,12/5/2024
164,"Kendrick Lamar, SZA",All The Stars (with SZA),Black Panther (TDE/DMG) PS,2,125,117,2883746,12/5/2024
165,Nat King Cole,Joy To The World,CAPITOL CATALOG MKT (C92),47,-1,29,2869480,12/5/2024
166,Frank Ocean,Ivy,Boys Don't Cry,105,160,25,2863923,12/5/2024
167,Bruno Mars,That's What I Like,Atlantic Records,3,97,77,2863216,12/5/2024
168,"Kelly Clarkson, Ariana Grande","Santa, Can’t You Hear Me",Atlantic Records,57,-1,10,2851368,12/5/2024
169,PARTYNEXTDOOR,Dreamin,OVO Sound,146,146,3,2850685,12/5/2024
170,PARTYNEXTDOOR,Break from Toronto,OVO Sound,67,121,64,2850565,12/5/2024
171,TV Girl,Not Allowed,TV Girl,39,150,82,2827628,12/5/2024
172,Hozier,Take Me To Church,Universal-Island Records Ltd.,63,112,54,2817204,12/5/2024
173,Bruno Mars,Locked out of Heaven,Atlantic Records,85,119,23,2815559,12/5/2024
174,SZA,Saturn,Top Dawg Entertainment/RCA Records,5,-1,40,2807498,12/5/2024
175,"Charli xcx, Billie Eilish",Guess featuring billie eilish,Atlantic Records,7,147,18,2803541,12/5/2024
176,Donny Hathaway,This Christmas,Rhino Atlantic,39,-1,21,2790238,12/5/2024
177,XXXTENTACION,Revenge,Bad Vibes Forever / EMPIRE,25,173,117,2789844,12/5/2024
178,Zach Bryan,Sun to Me,Warner Records,35,145,82,2789358,12/5/2024
179,Frank Ocean,Thinkin Bout You,Red Zone Entertainment / IDJ,42,142,49,2783863,12/5/2024
180,Bruce Springsteen,"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",NITRON concepts,38,-1,21,2783503,12/5/2024
181,Tucker Wetmore,Wind Up Missin’ You,Tucker Wetmore,48,111,36,2782295,12/5/2024
182,SZA,Nobody Gets Me,Top Dawg Entertainment/RCA Records,3,181,27,2774024,12/5/2024
183,Gracie Abrams,Close To You,"Gracie Abrams, under exclusive license to Interscope Records",27,113,26,2758607,12/5/2024
184,Juice WRLD,Jeffrey,Grade A Productions/Interscope Records,184,-1,1,2752898,12/5/2024
185,Richy Mitch & The Coal Miners,Evergreen,Richy Mitch & The Coal Miners,40,193,63,2731289,12/5/2024
186,"A$AP Rocky, Imogen Heap, Clams Casino",I Smoked Away My Brain (I'm God x Demons Mashup) (feat. Imogen Heap & Clams Casino),A$AP Worldwide/RCA Records,78,140,22,2728841,12/5/2024
187,Kesha,Holiday Road - Spotify Singles Holiday,Kesha Records,187,-1,1,2725236,12/5/2024
188,"Tyler, The Creator, Doechii",Balloon (feat. Doechii),Columbia,29,107,6,2721228,12/5/2024
189,Don Toliver,TORE UP,Cactus Jack / Atlantic,89,-1,12,2718614,12/5/2024
190,Juice WRLD,Floor It,Grade A Productions/Interscope Records,190,-1,1,2715969,12/5/2024
191,*NSYNC,"Merry Christmas, Happy Holidays",RCA Records Label,43,-1,21,2706928,12/5/2024
192,Cigarettes After Sex,Apocalypse,Partisan Records,49,165,104,2698978,12/5/2024
193,"Idina Menzel, Michael Bublé",Baby It's Cold Outside (with Michael Bublé),Warner Records,111,-1,8,2693713,12/5/2024
194,Cynthia Erivo,I’m Not That Girl,Universal Studios and Republic Records,194,-1,1,2668088,12/5/2024
195,Tate McRae,2 hands,RCA Records Label,29,82,3,2644168,12/5/2024
196,Morgan Wallen,Thinkin’ Bout Me,Big Loud Records / Mercury Records / Republic Records,9,152,92,2641185,12/5/2024
197,Sabrina Carpenter,Nonsense,Island Records,15,131,99,2634669,12/5/2024
198,Sabrina Carpenter,Good Graces,Island Records,7,116,15,2627469,12/5/2024
199,Juice WRLD,Lean Wit Me,Juice WRLD Mixtape / ISR P&D,28,-1,97,2617839,12/5/2024
200,Laufey,From The Start,Laufey,45,190,59,2615429,12/5/2024
1,"Kendrick Lamar, SZA",luther (with sza),"pgLang, under exclusive license to Interscope Records",1,2,3,15046729,12/12/2024
2,Brenda Lee,Rockin' Around The Christmas Tree,MCA Nashville,1,4,58,14735581,12/12/2024
3,"Kendrick Lamar, Lefty Gunplay",tv off (feat. lefty gunplay),"pgLang, under exclusive license to Interscope Records",1,1,3,13834169,12/12/2024
4,Bobby Helms,Jingle Bell Rock,Geffen,2,5,58,13207626,12/12/2024
5,Mariah Carey,All I Want for Christmas Is You,Columbia,1,6,66,12160541,12/12/2024
6,Wham!,Last Christmas,Epic,4,7,56,11918971,12/12/2024
7,Kendrick Lamar,squabble up,"pgLang, under exclusive license to Interscope Records",1,3,3,11363937,12/12/2024
8,"Lady Gaga, Bruno Mars",Die With A Smile,Interscope,1,9,17,10935306,12/12/2024
9,Gracie Abrams,That’s So True,"Gracie Abrams, under exclusive license to Interscope Records",1,8,8,10886146,12/12/2024
10,"Tyler, The Creator, GloRilla, Sexyy Red, Lil Wayne","Sticky (feat. GloRilla, Sexyy Red & Lil Wayne)",Columbia,2,10,7,9297543,12/12/2024
11,Andy Williams,It's the Most Wonderful Time of the Year,Columbia/Legacy,4,12,53,9285640,12/12/2024
12,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,Capitol Records,6,13,41,9156344,12/12/2024
13,Ariana Grande,Santa Tell Me,Universal Records,5,16,52,9122823,12/12/2024
14,Billie Eilish,BIRDS OF A FEATHER,Darkroom/Interscope Records,2,15,30,9107785,12/12/2024
15,Gigi Perez,Sailor Song,Gigi Perez PS/ Island,3,11,20,9075917,12/12/2024
16,"ROSÉ, Bruno Mars",APT.,Atlantic Records,1,14,8,8625527,12/12/2024
17,Jimin,Who,BIGHIT MUSIC,2,17,21,8478731,12/12/2024
18,"The Weeknd, Playboi Carti",Timeless (feat Playboi Carti),XO / Republic Records,1,19,11,8012334,12/12/2024
19,"Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra",It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),RCA Records Label,16,21,42,7882222,12/12/2024
20,Chappell Roan,"Good Luck, Babe!",Chappell Roan PS/ Island,1,24,36,7768269,12/12/2024
21,Kelly Clarkson,Underneath the Tree,RCA Records Label,8,26,40,7647686,12/12/2024
22,Nat King Cole,The Christmas Song (Merry Christmas To You),Capitol Records,11,27,45,7275248,12/12/2024
23,"Tyler, The Creator, Lola Young",Like Him (feat. Lola Young),Columbia,11,23,7,7088936,12/12/2024
24,The Ronettes,Sleigh Ride,Legacy Recordings,10,31,38,7022470,12/12/2024
25,Sabrina Carpenter,Espresso,Island Records,1,33,35,6997850,12/12/2024
26,Michael Bublé,Holly Jolly Christmas,Reprise,16,29,41,6969742,12/12/2024
27,Shaboozey,A Bar Song (Tipsy),American Dogwood / EMPIRE,3,35,35,6582568,12/12/2024
28,José Feliciano,Feliz Navidad,RCA Records Label,8,32,42,6548543,12/12/2024
29,Sabrina Carpenter,Taste,Island Records,1,34,16,6464238,12/12/2024
30,Billie Eilish,WILDFLOWER,Darkroom/Interscope Records,11,36,30,6391142,12/12/2024
31,Michael Bublé,It's Beginning to Look a Lot like Christmas,Reprise,7,38,53,6311786,12/12/2024
32,"Post Malone, Morgan Wallen",I Had Some Help (Feat. Morgan Wallen),Mercury Records / Republic Records,1,43,31,6243120,12/12/2024
33,"Tyler, The Creator, Kali Uchis",See You Again (feat. Kali Uchis),Columbia,5,30,180,6227239,12/12/2024
34,John Williams,"Carol of the Bells (From ""Home Alone"" Soundtrack)",Masterworks,34,41,39,6218683,12/12/2024
35,Juice WRLD,Empty Out Your Pockets,Grade A Productions/Interscope Records,35,44,2,6115438,12/12/2024
36,Burl Ives,A Holly Jolly Christmas,Geffen,5,64,46,6099723,12/12/2024
37,Chuck Berry,Run Rudolph Run,Geffen*,22,55,38,6081209,12/12/2024
38,Sia,Snowman,Monkey Puzzle/Atlantic,34,45,25,6046404,12/12/2024
39,Kendrick Lamar,Not Like Us,"Kendrick Lamar, under exclusive license to Interscope Records",1,49,32,6045843,12/12/2024
40,"Kendrick Lamar, Dody6",hey now (feat. dody6),"pgLang, under exclusive license to Interscope Records",5,18,3,5908727,12/12/2024
41,Darlene Love,Christmas (Baby Please Come Home),Legacy Recordings,19,54,29,5836403,12/12/2024
42,Gracie Abrams,"I Love You, I'm Sorry","Gracie Abrams, under exclusive license to Interscope Records",11,51,22,5588269,12/12/2024
43,Sabrina Carpenter,Please Please Please,Island Records,1,59,27,5562061,12/12/2024
44,The Beach Boys,Little Saint Nick - 1991 Remix,Capitol Records,19,72,29,5478569,12/12/2024
45,Benson Boone,Beautiful Things,"Night Street Records, Inc./Warner Records Inc.",1,60,47,5474685,12/12/2024
46,Nat King Cole,Deck The Hall,CAPITOL CATALOG MKT (C92),23,56,16,5444290,12/12/2024
47,Kendrick Lamar,wacced out murals,"pgLang, under exclusive license to Interscope Records",4,20,3,5435630,12/12/2024
48,Elvis Presley,Blue Christmas,RCA Victor,17,62,40,5424715,12/12/2024
49,Sabrina Carpenter,A Nonsense Christmas,Island Records,49,135,4,5399526,12/12/2024
50,The Marías,No One Noticed,Nice Life/Atlantic,20,53,17,5368869,12/12/2024
51,"Cynthia Erivo, Ariana Grande",Defying Gravity,Universal Studios and Republic Records,25,25,3,5352532,12/12/2024
52,Vince Guaraldi Trio,Christmas Time Is Here,Fantasy Records,32,65,31,5324407,12/12/2024
53,Teddy Swims,Lose Control,Warner Records,10,63,57,5238995,12/12/2024
54,"Kendrick Lamar, Wallie the Sensei, Siete7x, Roddy Ricch","dodger blue (feat. wallie the sensei, siete7x, roddy ricch)","pgLang, under exclusive license to Interscope Records",8,22,3,5131887,12/12/2024
55,Noah Kahan,Stick Season,Mercury Records/Republic Records,2,67,111,5122024,12/12/2024
56,"Bing Crosby, The Andrews Sisters",Mele Kalikimaka (Merry Christmas),Geffen,28,69,25,5102045,12/12/2024
57,Justin Bieber,Mistletoe,RBMG/Def Jam,15,76,46,5064721,12/12/2024
58,Frank Sinatra,Jingle Bells - Remastered 1999,Capitol Records,18,73,19,5052208,12/12/2024
59,Lola Young,Messy,Universal-Island Records Ltd.,59,115,2,5002341,12/12/2024
60,Chappell Roan,HOT TO GO!,Chappell Roan PS/ Island,9,68,35,4991262,12/12/2024
61,"GloRilla, Sexyy Red",WHATCHU KNO ABOUT ME (feat. Sexyy Red),CMG/Interscope Records,32,48,8,4973303,12/12/2024
62,Tommy Richman,MILLION DOLLAR BABY,PULSE Records,2,88,33,4967969,12/12/2024
63,Don Toliver,No Pole,Cactus Jack / Atlantic,49,61,8,4918409,12/12/2024
64,"Eartha Kitt, Henri René and His Orchestra",Santa Baby (with Henri René & His Orchestra),RCA Bluebird,20,75,37,4871437,12/12/2024
65,"Frank Sinatra, B. Swanson Quartet",Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Columbia/Legacy,9,74,44,4790529,12/12/2024
66,Laufey,Winter Wonderland - Spotify Singles Holiday,Laufey,50,85,7,4785597,12/12/2024
67,"Oscar Maydon, Fuerza Regida",Tu Boda,Rancho Humilde/Sony Music Latin,19,71,9,4739111,12/12/2024
68,The Kid LAROI,NIGHTS LIKE THIS,Columbia,24,66,25,4721017,12/12/2024
69,Hozier,Too Sweet,Rubyworks / Universal-Island Records Ltd,1,86,38,4719520,12/12/2024
70,NLE Choppa,Gang Baby,Warner Records,70,78,3,4674219,12/12/2024
71,"Zach Bryan, Kacey Musgraves",I Remember Everything (feat. Kacey Musgraves),Warner Records,1,79,68,4646264,12/12/2024
72,"Rauw Alejandro, Bad Bunny",Qué Pasaría...,Sony Music Latin/Duars Entertainment,31,90,4,4643331,12/12/2024
73,Frank Sinatra,Have Yourself A Merry Little Christmas - Remastered 1999,Capitol Records,58,80,12,4617737,12/12/2024
74,"Ariana Grande, Cynthia Erivo",What Is This Feeling?,Universal Studios and Republic Records,42,42,3,4601130,12/12/2024
75,Gunna,on one tonight,300 Entertainment,51,84,9,4598707,12/12/2024
76,"Tyler, The Creator, Daniel Caesar",St. Chroma (feat. Daniel Caesar),Columbia,1,57,7,4553133,12/12/2024
77,Chappell Roan,Pink Pony Club,Chappell Roan PS/ Island,12,77,27,4548245,12/12/2024
78,Bad Bunny,EL CLúB,Rimas Entertainment LLC,78,-1,1,4504363,12/12/2024
79,Kendrick Lamar,reincarnated,"pgLang, under exclusive license to Interscope Records",6,28,3,4497743,12/12/2024
80,Paul McCartney,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney Catalog,17,94,37,4482185,12/12/2024
81,The Neighbourhood,Sweater Weather,Columbia,13,70,225,4471166,12/12/2024
82,Gene Autry,Here Comes Santa Claus (Right Down Santa Claus Lane) - 1947 Version,Columbia/Legacy,44,83,29,4462488,12/12/2024
