rank,artist,track,am_last_week,am_peak,am_woc,date
6,Sexyy Red,Get It Sexyy,1,1,3,3/25/2024
7,Future & Metro Boomin,Ice Attack,56,7,2,3/25/2024
8,Future & Metro Boomin,Slimed In,59,8,2,3/25/2024
9,Future & Metro Boomin,Claustrophobic,60,9,2,3/25/2024
10,Future & Metro Boomin,Magic Don Juan (Princess Diana),61,10,2,3/25/2024
11,Future & Metro Boomin,Fried (She a Vibe),66,11,2,3/25/2024
12,Future & Metro Boomin,Runnin Outta Time,64,12,2,3/25/2024
13,Kanye West & Ty Dolla $ign,Carnival,2,1,7,3/25/2024
14,Future & Metro Boomin,Everyday Hustle,68,14,2,3/25/2024
15,Future & Metro Boomin,GTA,76,15,2,3/25/2024
16,Hozier,Too Sweet,84,5,2,3/25/2024
17,Future & Metro Boomin,Ain't No Love,74,17,2,3/25/2024
18,Ariana Grande,we can't be friends (wait for your love),3,2,4,3/25/2024
19,Bryson Tiller,Whatever She Wants,4,2,7,3/25/2024
20,Benson Boone,Beautiful Things,5,2,11,3/25/2024
21,Future & Metro Boomin,WTFYM,78,21,2,3/25/2024
22,Future & Metro Boomin,Seen it All,79,22,2,3/25/2024
23,SZA,Snooze,7,3,69,3/25/2024
24,Morgan Wallen,Last Night,11,1,61,3/25/2024
25,Bossman Dlow,Get In With Me,8,4,9,3/25/2024
26,Future & Metro Boomin,Where My Twin @ (Bonus),80,26,2,3/25/2024
27,GloRilla,Yeah Glo!,6,5,7,3/25/2024
28,Zach Bryan,I Remember Everything (feat. Kacey Musgraves),13,1,32,3/25/2024
29,Beyoncé,TEXAS HOLD 'EM,23,1,7,3/25/2024
30,Lil Baby,Freestyle,12,6,89,3/25/2024
31,SZA,Saturn,16,2,6,3/25/2024
32,4batz & Drake,act ii: date @ 8 (remix),9,6,4,3/25/2024
33,21 Savage,redrum,10,1,12,3/25/2024
34,Teddy Swims,Lose Control,18,15,13,3/25/2024
35,Drake,Best I Ever Had,19,13,52,3/25/2024
36,Noah Kahan,Stick Season,22,11,22,3/25/2024
37,Morgan Wallen,Thinkin’ Bout Me,24,2,57,3/25/2024
38,Cardi B,Enough (Miami),14,14,3,3/25/2024
39,Lil Baby,Sum 2 Prove,29,4,134,3/25/2024
40,Morgan Wallen,Spin You Around (1/24),30,9,10,3/25/2024
41,Drake,Rich Baby Daddy (feat. Sexyy Red & SZA),28,2,26,3/25/2024
42,YG Marley,Praise Jah In the Moonlight,34,8,10,3/25/2024
43,Beyoncé,JOLENE,-,7,1,3/25/2024
44,Lil Baby,Low Down,31,6,81,3/25/2024
45,Jack Harlow,Lovin On Me,20,1,21,3/25/2024
46,Olivia Rodrigo,obsessed,87,46,2,3/25/2024
47,Djo,End of Beginning,17,17,5,3/25/2024
48,Morgan Wallen,Chasin' You,33,20,109,3/25/2024
49,Muni Long,Made For Me,27,3,11,3/25/2024
50,Fuerza Regida,TÚ NAME,26,20,7,3/25/2024
51,Beyoncé & Miley Cyrus,II MOST WANTED,-,8,1,3/25/2024
52,Beyoncé,AMERIICAN REQUIEM,-,29,1,3/25/2024
53,Taylor Swift,Cruel Summer,38,7,50,3/25/2024
54,Lil Baby,Woah,42,1,74,3/25/2024
55,Beyoncé & Post Malone,LEVII'S JEANS,-,12,1,3/25/2024
56,"Beyoncé, Tanner Adell, Brittney Spencer, Tiera Kennedy & Reyna Roberts",BLACKBIIRD,-,34,1,3/25/2024
57,"Peso Pluma, Tito Double P & Joel De La P",LA PEOPLE II,90,57,2,3/25/2024
58,Luke Combs,Fast Car,37,5,54,3/25/2024
59,floyymenor & Cris Mj,Gata Only,-,13,1,3/25/2024
60,Beyoncé,DOLLY P,-,51,1,3/25/2024
61,Drake,Nonstop,48,37,31,3/25/2024
62,Future,Mask Off,40,30,61,3/25/2024
63,Bossman Dlow,Mr Pot Scraper,32,32,5,3/25/2024
64,Future,WAIT FOR U (feat. Drake & Tems),39,1,101,3/25/2024
65,Travis Scott,FE!N,41,2,20,3/25/2024
66,21 Savage,Bank Account,49,49,7,3/25/2024
67,Future,Stick Talk,45,32,30,3/25/2024
68,Ariana Grande,the boy is mine,21,9,4,3/25/2024
69,Doja Cat,Agora Hills,47,13,27,3/25/2024
70,J. Cole,Power Trip (feat. Miguel),46,38,54,3/25/2024
71,Future,March Madness,36,28,29,3/25/2024
72,Beyoncé,BODYGUARD,-,19,1,3/25/2024
73,"Beyoncé, Linda Martell & Shaboozey",SPAGHETTII,-,27,1,3/25/2024
74,SZA,Good Days,57,1,79,3/25/2024
75,Morgan Wallen,Wasted on You,53,3,120,3/25/2024
76,Drake,First Person Shooter (feat. J. Cole),91,2,26,3/25/2024
77,Beyoncé,DAUGHTER,-,36,1,3/25/2024
78,Beyoncé & Rumi Carter,PROTECTOR,-,53,1,3/25/2024
79,Xavi,Corazón de Piedra,94,79,2,3/25/2024
80,Beyoncé,16 CARRIAGES,-,7,4,3/25/2024
81,Beyoncé,YA YA,-,25,1,3/25/2024
82,Beyoncé & Willie Nelson,SMOKE HOUR ★ WILLIE NELSON,-,74,1,3/25/2024
83,Beyoncé,ALLIIGATOR TEARS,-,63,1,3/25/2024
84,Beyoncé,MY ROSE,-,73,1,3/25/2024
85,Beyoncé,RIIVERDANCE,-,39,1,3/25/2024
86,Beyoncé & Willie Jones,JUST FOR FUN,-,76,1,3/25/2024
87,Beyoncé,TYRANT,-,33,1,3/25/2024
88,Beyoncé & Willie Nelson,SMOKE HOUR II,-,88,1,3/25/2024
89,Beyoncé,FLAMENCO,-,69,1,3/25/2024
90,Beyoncé,II HANDS II HEAVEN,-,44,1,3/25/2024
91,Zach Bryan,Oklahoma Smokeshow,88,38,16,3/25/2024
92,Beyoncé,DESERT EAGLE,-,70,1,3/25/2024
93,Beyoncé & Shaboozey,SWEET ★ HONEY ★ BUCKIIN',-,47,1,3/25/2024
94,Beyoncé,OH LOUISIANA,-,87,1,3/25/2024
95,Beyoncé & Linda Martell,THE LINDA MARTELL SHOW,-,90,1,3/25/2024
96,Beyoncé,AMEN,-,96,1,3/25/2024
97,Xavi,La Diabla,54,8,15,3/25/2024
98,Future,Low Life (feat. The Weeknd),65,25,34,3/25/2024
99,Olivia Rodrigo,so american,-,99,1,3/25/2024
100,Morgan Wallen,You Proof,73,6,98,3/25/2024
1,Future & Metro Boomin,Like That,1,1,3,4/1/2024
2,Future & Metro Boomin,Type Shit,2,2,3,4/1/2024
3,Sexyy Red,Get It Sexyy,6,1,4,4/1/2024
4,Future & Metro Boomin,Cinderella,3,3,3,4/1/2024
5,Hozier,Too Sweet,16,5,3,4/1/2024
6,Future & Metro Boomin,Young Metro,4,4,3,4/1/2024
7,Beyoncé,JOLENE,43,7,2,4/1/2024
8,Beyoncé & Miley Cyrus,II MOST WANTED,51,8,2,4/1/2024
9,Future & Metro Boomin,We Don't Trust You,5,5,3,4/1/2024
10,Kanye West & Ty Dolla $ign,Carnival,13,1,8,4/1/2024
11,Beyoncé,TEXAS HOLD 'EM,29,1,8,4/1/2024
12,Beyoncé & Post Malone,LEVII'S JEANS,55,12,2,4/1/2024
13,Benson Boone,Beautiful Things,20,2,12,4/1/2024
14,Future & Metro Boomin,Ice Attack,7,7,3,4/1/2024
15,Ariana Grande,we can't be friends (wait for your love),18,2,5,4/1/2024
16,Bryson Tiller,Whatever She Wants,19,2,8,4/1/2024
17,SZA,Snooze,23,3,70,4/1/2024
18,Future & Metro Boomin,Slimed In,8,8,3,4/1/2024
19,Beyoncé,BODYGUARD,72,19,2,4/1/2024
20,Future & Metro Boomin,Claustrophobic,9,9,3,4/1/2024
21,Bossman Dlow,Get In With Me,25,4,10,4/1/2024
22,Morgan Wallen,Last Night,24,1,62,4/1/2024
23,SZA,Saturn,31,2,7,4/1/2024
24,Zach Bryan,I Remember Everything (feat. Kacey Musgraves),28,1,33,4/1/2024
25,Beyoncé,YA YA,81,25,2,4/1/2024
26,Future & Metro Boomin,Magic Don Juan (Princess Diana),10,10,3,4/1/2024
27,"Beyoncé, Linda Martell & Shaboozey",SPAGHETTII,73,27,2,4/1/2024
28,J. Cole,7 Minute Drill,-,6,1,4/1/2024
29,Beyoncé,AMERIICAN REQUIEM,52,29,2,4/1/2024
30,GloRilla,Yeah Glo!,27,5,8,4/1/2024
31,Beyoncé,16 CARRIAGES,80,7,5,4/1/2024
32,Future & Metro Boomin,Fried (She a Vibe),11,11,3,4/1/2024
33,Beyoncé,TYRANT,87,33,2,4/1/2024
34,"Beyoncé, Tanner Adell, Brittney Spencer, Tiera Kennedy & Reyna Roberts",BLACKBIIRD,56,34,2,4/1/2024
35,Lil Baby,Freestyle,30,6,90,4/1/2024
36,Beyoncé,DAUGHTER,77,36,2,4/1/2024
37,Teddy Swims,Lose Control,34,15,14,4/1/2024
38,Future & Metro Boomin,Everyday Hustle,14,14,3,4/1/2024
39,Beyoncé,RIIVERDANCE,85,39,2,4/1/2024
40,21 Savage,redrum,33,1,13,4/1/2024
41,Future & Metro Boomin,Runnin Outta Time,12,12,3,4/1/2024
42,Drake,Best I Ever Had,35,13,53,4/1/2024
43,4batz & Drake,act ii: date @ 8 (remix),32,6,5,4/1/2024
44,Beyoncé,II HANDS II HEAVEN,90,44,2,4/1/2024
45,Morgan Wallen,Thinkin’ Bout Me,37,2,58,4/1/2024
46,Noah Kahan,Stick Season,36,11,23,4/1/2024
47,Beyoncé & Shaboozey,SWEET ★ HONEY ★ BUCKIIN',93,47,2,4/1/2024
48,J. Cole & Ari Lennox,Pricey (feat. Young Dro & Gucci Mane),-,19,1,4/1/2024
49,J. Cole,Crocodile Tearz,-,7,1,4/1/2024
50,Morgan Wallen,Spin You Around (1/24),40,9,11,4/1/2024
51,Beyoncé,DOLLY P,60,51,2,4/1/2024
52,Lil Baby,Sum 2 Prove,39,4,135,4/1/2024
53,Beyoncé & Rumi Carter,PROTECTOR,78,53,2,4/1/2024
54,Lil Baby,Low Down,44,6,82,4/1/2024
55,Morgan Wallen,Chasin' You,48,20,110,4/1/2024
56,J. Cole,Ready ‘24 (feat. Cam’ron),-,23,1,4/1/2024
57,Future & Metro Boomin,GTA,15,15,3,4/1/2024
58,Fuerza Regida,TÚ NAME,50,20,8,4/1/2024
59,Jack Harlow,Lovin On Me,45,1,22,4/1/2024
60,Drake,Rich Baby Daddy (feat. Sexyy Red & SZA),41,2,27,4/1/2024
61,Future & Metro Boomin,Ain't No Love,17,17,3,4/1/2024
62,J. Cole,Huntin’ Wabbitz,-,15,1,4/1/2024
63,Beyoncé,ALLIIGATOR TEARS,83,63,2,4/1/2024
64,J. Cole & Bas,H.Y.B. (feat. Central Cee),-,27,1,4/1/2024
65,J. Cole,Stickz N Stonez,-,33,1,4/1/2024
66,J. Cole,Fever,-,45,1,4/1/2024
67,J. Cole,Pi (feat. Daylyt & Ab-Soul),-,44,1,4/1/2024
68,floyymenor & Cris Mj,Gata Only,59,13,2,4/1/2024
69,Beyoncé,FLAMENCO,89,69,2,4/1/2024
70,Beyoncé,DESERT EAGLE,92,70,2,4/1/2024
71,Future & Metro Boomin,WTFYM,21,21,3,4/1/2024
72,Djo,End of Beginning,47,17,6,4/1/2024
73,Beyoncé,MY ROSE,84,73,2,4/1/2024
74,Beyoncé & Willie Nelson,SMOKE HOUR ★ WILLIE NELSON,82,74,2,4/1/2024
75,J. Cole & Bas,Stealth Mode,-,49,1,4/1/2024
76,Beyoncé & Willie Jones,JUST FOR FUN,86,76,2,4/1/2024
77,J. Cole,Trae The Truth in Ibiza,-,53,1,4/1/2024
78,J. Cole,3001,-,67,1,4/1/2024
79,Tucker Wetmore,Wind Up Missin' You,-,52,1,4/1/2024
80,YG Marley,Praise Jah In the Moonlight,42,8,11,4/1/2024
81,Luke Combs,Fast Car,58,5,55,4/1/2024
82,Future,Mask Off,62,30,62,4/1/2024
83,Taylor Swift,Cruel Summer,53,7,51,4/1/2024
84,Future & Metro Boomin,Seen it All,22,22,3,4/1/2024
85,Cardi B,Enough (Miami),38,14,4,4/1/2024
86,GloRilla & Megan Thee Stallion,Wanna Be,-,3,1,4/1/2024
87,Beyoncé,OH LOUISIANA,94,87,2,4/1/2024
88,Artemas,i like the way you kiss me,-,36,1,4/1/2024
89,Beyoncé & Willie Nelson,SMOKE HOUR II,88,88,2,4/1/2024
90,Beyoncé & Linda Martell,THE LINDA MARTELL SHOW,95,90,2,4/1/2024
91,Bossman Dlow,Mr Pot Scraper,63,32,6,4/1/2024
92,Young Miko,princess peach,-,92,1,4/1/2024
93,Travis Scott,FE!N,65,2,21,4/1/2024
94,Muni Long,Made For Me,49,3,12,4/1/2024
95,Lil Baby,Woah,54,1,75,4/1/2024
96,Future,Stick Talk,67,32,31,4/1/2024
97,Future,WAIT FOR U (feat. Drake & Tems),64,1,102,4/1/2024
98,Beyoncé,AMEN,96,96,2,4/1/2024
99,Bryson Tiller,Ciao!,-,85,1,4/1/2024
100,21 Savage,Bank Account,66,49,8,4/1/2024
1,Future & Metro Boomin,Like That,1,1,4,4/8/2024
2,Future & Metro Boomin,Type Shit,2,2,4,4/8/2024
3,GloRilla & Megan Thee Stallion,Wanna Be,86,3,2,4/8/2024
4,Sexyy Red,Get It Sexyy,3,1,5,4/8/2024
5,Hozier,Too Sweet,5,5,4,4/8/2024
6,J. Cole,7 Minute Drill,28,6,2,4/8/2024
7,J. Cole,Crocodile Tearz,49,7,2,4/8/2024
8,Future & Metro Boomin,Cinderella,4,3,4,4/8/2024
9,Benson Boone,Beautiful Things,13,2,13,4/8/2024
10,Kanye West & Ty Dolla $ign,Carnival,10,1,9,4/8/2024
11,Bryson Tiller,Whatever She Wants,16,2,9,4/8/2024
12,Future & Metro Boomin,Young Metro,6,4,4,4/8/2024
13,GloRilla,Yeah Glo!,30,5,9,4/8/2024
14,SZA,Saturn,23,2,8,4/8/2024
15,J. Cole,Huntin’ Wabbitz,62,15,2,4/8/2024
16,SZA,Snooze,17,3,71,4/8/2024
17,Morgan Wallen,Last Night,22,1,63,4/8/2024
18,Future & Metro Boomin,We Don't Trust You,9,5,4,4/8/2024
19,J. Cole & Ari Lennox,Pricey (feat. Young Dro & Gucci Mane),48,19,2,4/8/2024
20,Beyoncé,TEXAS HOLD 'EM,11,1,9,4/8/2024
21,Bossman Dlow,Get In With Me,21,4,11,4/8/2024
22,Ariana Grande,we can't be friends (wait for your love),15,2,6,4/8/2024
23,J. Cole,Ready ‘24 (feat. Cam’ron),56,23,2,4/8/2024
24,Teddy Swims,Lose Control,37,15,15,4/8/2024
25,Zach Bryan,I Remember Everything (feat. Kacey Musgraves),24,1,34,4/8/2024
26,Lil Baby,Freestyle,35,6,91,4/8/2024
27,J. Cole & Bas,H.Y.B. (feat. Central Cee),64,27,2,4/8/2024
28,floyymenor & Cris Mj,Gata Only,68,13,3,4/8/2024
29,Drake,Best I Ever Had,42,13,54,4/8/2024
30,Morgan Wallen,Thinkin’ Bout Me,45,2,59,4/8/2024
31,Noah Kahan,Stick Season,46,11,24,4/8/2024
32,21 Savage,redrum,40,1,14,4/8/2024
33,J. Cole,Stickz N Stonez,65,33,2,4/8/2024
34,4batz & Drake,act ii: date @ 8 (remix),43,6,6,4/8/2024
35,Beyoncé & Miley Cyrus,II MOST WANTED,8,8,3,4/8/2024
36,Artemas,i like the way you kiss me,88,36,2,4/8/2024
37,Fuerza Regida,TÚ NAME,58,20,9,4/8/2024
38,Jack Harlow,Lovin On Me,59,1,23,4/8/2024
39,Future & Metro Boomin,We Still Don't Trust You,-,7,1,4/8/2024
40,Lil Baby,Sum 2 Prove,52,4,136,4/8/2024
41,Morgan Wallen,Spin You Around (1/24),50,9,12,4/8/2024
42,Morgan Wallen,Chasin' You,55,20,111,4/8/2024
43,Future & Metro Boomin,Ice Attack,14,7,4,4/8/2024
44,J. Cole,Pi (feat. Daylyt & Ab-Soul),67,44,2,4/8/2024
45,J. Cole,Fever,66,45,2,4/8/2024
46,Future & Metro Boomin,Slimed In,18,8,4,4/8/2024
47,Future & Metro Boomin,Out Of My Hands,-,11,1,4/8/2024
48,Lil Baby,Low Down,54,6,83,4/8/2024
49,J. Cole & Bas,Stealth Mode,75,49,2,4/8/2024
50,Future & Metro Boomin,Claustrophobic,20,9,4,4/8/2024
51,Taylor Swift,Cruel Summer,83,7,52,4/8/2024
52,Future & Metro Boomin,Drink N Dance,-,21,1,4/8/2024
53,J. Cole,Trae The Truth in Ibiza,77,53,2,4/8/2024
54,Future & Metro Boomin,Red Leather,-,9,1,4/8/2024
55,Bossman Dlow,Talk My Shit,-,55,1,4/8/2024
56,Beyoncé,JOLENE,7,7,3,4/8/2024
57,Future & Metro Boomin,Magic Don Juan (Princess Diana),26,10,4,4/8/2024
58,Future & Metro Boomin,Jealous,-,20,1,4/8/2024
59,Future & Metro Boomin,Fried (She a Vibe),32,11,4,4/8/2024
60,Future & Metro Boomin,This Sunday,-,41,1,4/8/2024
61,Future & Metro Boomin,Luv Bad Bitches,-,35,1,4/8/2024
62,Future & Metro Boomin,All to Myself,-,24,1,4/8/2024
63,Morgan Wallen,Cowgirls (feat. Ernest),-,12,15,4/8/2024
64,Future & Metro Boomin,Everyday Hustle,38,14,4,4/8/2024
65,YG Marley,Praise Jah In the Moonlight,80,8,12,4/8/2024
66,Luke Combs,Fast Car,81,5,56,4/8/2024
67,J. Cole,3001,78,67,2,4/8/2024
68,Future & Metro Boomin,All My Life,-,28,1,4/8/2024
69,Future & Metro Boomin,Nights Like This,-,39,1,4/8/2024
70,Future & Metro Boomin,Came to the Party,-,48,1,4/8/2024
71,Future & Metro Boomin,Amazing (Interlude),-,71,1,4/8/2024
72,Future & Metro Boomin,Nobody Knows My Struggle,-,72,1,4/8/2024
73,Future & Metro Boomin,Show of Hands,-,61,1,4/8/2024
74,Djo,End of Beginning,72,17,7,4/8/2024
75,Future & Metro Boomin,Beat It,-,75,1,4/8/2024
76,Future & Metro Boomin,Right 4 You,-,76,1,4/8/2024
77,Future & Metro Boomin,Crazy Clientele,-,62,1,4/8/2024
78,Future & Metro Boomin,Mile High Memories,-,78,1,4/8/2024
79,Future & Metro Boomin,Crossed Out,-,79,1,4/8/2024
80,Beyoncé & Post Malone,LEVII'S JEANS,12,12,3,4/8/2024
81,Future & Metro Boomin,Streets Made Me A King,-,73,1,4/8/2024
82,Future & Metro Boomin,Overload,-,82,1,4/8/2024
83,Future,Mask Off,82,30,63,4/8/2024
84,Drake,Rich Baby Daddy (feat. Sexyy Red & SZA),60,2,28,4/8/2024
85,Bryson Tiller,Ciao!,99,85,2,4/8/2024
86,Future & Metro Boomin,Gracious,-,86,1,4/8/2024
87,Future & Metro Boomin,#1 (Intro),-,87,1,4/8/2024
88,Future & Metro Boomin,One Big Family,-,88,1,4/8/2024
89,Future & Metro Boomin,Always Be My Fault,-,89,1,4/8/2024
90,Beyoncé,TYRANT,33,33,3,4/8/2024
91,Future,Stick Talk,96,32,32,4/8/2024
92,Travis Scott,FE!N,93,2,22,4/8/2024
93,Future,WAIT FOR U (feat. Drake & Tems),97,1,103,4/8/2024
94,Bossman Dlow,Mr Pot Scraper,91,32,7,4/8/2024
95,Beyoncé,BODYGUARD,19,19,3,4/8/2024
96,Drake,Nonstop,-,37,32,4/8/2024
97,Ken Carson,overseas,-,97,1,4/8/2024
98,Lil Baby,Woah,95,1,76,4/8/2024
99,21 Savage,Bank Account,100,49,9,4/8/2024
100,Luke Combs,Where the Wild Things Are,-,45,4,4/8/2024
1,Future & Metro Boomin,Like That,1,1,5,4/15/2024
2,Future & Metro Boomin,Type Shit,2,2,5,4/15/2024
3,Sexyy Red,Get It Sexyy,4,1,6,4/15/2024
4,GloRilla & Megan Thee Stallion,Wanna Be,3,3,3,4/15/2024
5,Hozier,Too Sweet,5,5,5,4/15/2024
6,Taylor Swift,Fortnight (feat. Post Malone),-,1,1,4/15/2024
7,Future & Metro Boomin,We Still Don't Trust You,39,7,2,4/15/2024
8,Benson Boone,Beautiful Things,9,2,14,4/15/2024
9,Future & Metro Boomin,Red Leather,54,9,2,4/15/2024
10,Future & Metro Boomin,Cinderella,8,3,5,4/15/2024
11,Future & Metro Boomin,Out Of My Hands,47,11,2,4/15/2024
12,Kanye West & Ty Dolla $ign,Carnival,10,1,10,4/15/2024
13,floyymenor & Cris Mj,Gata Only,28,13,4,4/15/2024
14,SZA,Saturn,14,2,9,4/15/2024
15,GloRilla,Yeah Glo!,13,5,10,4/15/2024
16,SZA,Snooze,16,3,72,4/15/2024
17,Bryson Tiller,Whatever She Wants,11,2,10,4/15/2024
18,Morgan Wallen,Last Night,17,1,64,4/15/2024
19,Taylor Swift,The Tortured Poets Department,-,7,1,4/15/2024
20,Future & Metro Boomin,Jealous,58,20,2,4/15/2024
21,Future & Metro Boomin,Drink N Dance,52,21,2,4/15/2024
22,Teddy Swims,Lose Control,24,15,16,4/15/2024
23,Lil Baby,Freestyle,26,6,92,4/15/2024
24,Future & Metro Boomin,All to Myself,62,24,2,4/15/2024
25,Zach Bryan,I Remember Everything (feat. Kacey Musgraves),25,1,35,4/15/2024
26,Taylor Swift,Down Bad,-,2,1,4/15/2024
27,Bossman Dlow,Get In With Me,21,4,12,4/15/2024
28,Future & Metro Boomin,All My Life,68,28,2,4/15/2024
29,Future & Metro Boomin,Young Metro,12,4,5,4/15/2024
30,Shaboozey,A Bar Song (Tipsy),-,2,1,4/15/2024
31,Drake,Best I Ever Had,29,13,55,4/15/2024
32,Taylor Swift,"So Long, London",-,6,1,4/15/2024
33,Taylor Swift,My Boy Only Breaks His Favorite Toys,-,9,1,4/15/2024
34,Sabrina Carpenter,Espresso,-,3,1,4/15/2024
35,Future & Metro Boomin,Luv Bad Bitches,61,35,2,4/15/2024
36,Ariana Grande,we can't be friends (wait for your love),22,2,7,4/15/2024
37,Taylor Swift,But Daddy I Love Him,-,4,1,4/15/2024
38,4batz & Drake,act ii: date @ 8 (remix),34,6,7,4/15/2024
39,Future & Metro Boomin,Nights Like This,69,39,2,4/15/2024
40,Morgan Wallen,Thinkin’ Bout Me,30,2,60,4/15/2024
41,Future & Metro Boomin,This Sunday,60,41,2,4/15/2024
42,Taylor Swift,Florida!!! (feat. Florence + the Machine),-,10,1,4/15/2024
43,Future & Metro Boomin,We Don't Trust You,18,5,5,4/15/2024
44,Beyoncé,TEXAS HOLD 'EM,20,1,10,4/15/2024
45,Artemas,i like the way you kiss me,36,36,3,4/15/2024
46,Noah Kahan,Stick Season,31,11,25,4/15/2024
47,Fuerza Regida,TÚ NAME,37,20,10,4/15/2024
48,Future & Metro Boomin,Came to the Party,70,48,2,4/15/2024
49,Taylor Swift,Who’s Afraid of Little Old Me?,-,8,1,4/15/2024
50,Taylor Swift,Fresh Out The Slammer,-,14,1,4/15/2024
51,Taylor Swift,I Can Do It With a Broken Heart,-,3,1,4/15/2024
52,Taylor Swift,Guilty as Sin?,-,11,1,4/15/2024
53,21 Savage,redrum,32,1,15,4/15/2024
54,Taylor Swift,loml,-,17,1,4/15/2024
55,Morgan Wallen,Spin You Around (1/24),41,9,13,4/15/2024
56,Lil Baby,Sum 2 Prove,40,4,137,4/15/2024
57,Morgan Wallen,Cowgirls (feat. Ernest),63,12,16,4/15/2024
58,Jack Harlow,Lovin On Me,38,1,24,4/15/2024
59,Taylor Swift,The Alchemy,-,15,1,4/15/2024
60,Morgan Wallen,Chasin' You,42,20,112,4/15/2024
61,Future & Metro Boomin,Show of Hands,73,61,2,4/15/2024
62,Future & Metro Boomin,Crazy Clientele,77,62,2,4/15/2024
63,Taylor Swift,I Can Fix Him (No Really I Can),-,19,1,4/15/2024
64,Taylor Swift,The Smallest Man Who Ever Lived,-,13,1,4/15/2024
65,Drake,Push Ups,-,10,1,4/15/2024
66,Taylor Swift,thanK you aIMee,-,25,1,4/15/2024
67,Taylor Swift,Clara Bow,-,20,1,4/15/2024
68,Taylor Swift,Cruel Summer,51,7,53,4/15/2024
69,Bossman Dlow,Talk My Shit,55,55,2,4/15/2024
70,Taylor Swift,So High School,-,23,1,4/15/2024
71,Taylor Swift,The Black Dog,-,22,1,4/15/2024
72,Future & Metro Boomin,Nobody Knows My Struggle,72,72,2,4/15/2024
73,Future & Metro Boomin,Streets Made Me A King,81,73,2,4/15/2024
74,Future & Metro Boomin,Amazing (Interlude),71,71,2,4/15/2024
75,Taylor Swift,imgonnagetyouback,-,24,1,4/15/2024
76,Future & Metro Boomin,Beat It,75,75,2,4/15/2024
77,Taylor Swift,The Albatross,-,28,1,4/15/2024
78,Lil Baby,Low Down,48,6,84,4/15/2024
79,Taylor Swift,Chloe or Sam or Sophia or Marcus,-,34,1,4/15/2024
80,Future & Metro Boomin,Crossed Out,79,79,2,4/15/2024
81,Future & Metro Boomin,Mile High Memories,78,78,2,4/15/2024
82,Taylor Swift,How Did It End?,-,32,1,4/15/2024
83,Taylor Swift,I Hate It Here,-,30,1,4/15/2024
84,Taylor Swift,The Prophecy,-,29,1,4/15/2024
85,Taylor Swift,I Look in People's Windows,-,37,1,4/15/2024
86,Taylor Swift,Cassandra,-,43,1,4/15/2024
87,Taylor Swift,Peter,-,42,1,4/15/2024
88,Taylor Swift,The Bolter,-,41,1,4/15/2024
89,Taylor Swift,The Manuscript,-,50,1,4/15/2024
90,Taylor Swift,Robin,-,54,1,4/15/2024
91,Future & Metro Boomin,Right 4 You,76,76,2,4/15/2024
92,Luke Combs,Fast Car,66,5,57,4/15/2024
93,Future,Mask Off,83,30,64,4/15/2024
94,Tucker Wetmore,Wind Up Missin' You,-,52,2,4/15/2024
95,Drake,Nonstop,96,37,33,4/15/2024
96,Luke Combs,Where the Wild Things Are,100,45,5,4/15/2024
97,Future & Metro Boomin,Overload,82,82,2,4/15/2024
98,Future,Stick Talk,91,32,33,4/15/2024
99,Lil Baby,Woah,98,1,77,4/15/2024
100,Future,WAIT FOR U (feat. Drake & Tems),93,1,104,4/15/2024
1,Taylor Swift,Fortnight (feat. Post Malone),6,1,2,4/22/2024
2,Taylor Swift,Down Bad,26,2,2,4/22/2024
3,Taylor Swift,I Can Do It With a Broken Heart,51,3,2,4/22/2024
4,Taylor Swift,But Daddy I Love Him,37,4,2,4/22/2024
5,Future & Metro Boomin,Like That,1,1,6,4/22/2024
6,Taylor Swift,"So Long, London",32,6,2,4/22/2024
7,Taylor Swift,The Tortured Poets Department,19,7,2,4/22/2024
8,Taylor Swift,Who’s Afraid of Little Old Me?,49,8,2,4/22/2024
9,Taylor Swift,My Boy Only Breaks His Favorite Toys,33,9,2,4/22/2024
10,Taylor Swift,Florida!!! (feat. Florence + the Machine),42,10,2,4/22/2024
11,Taylor Swift,Guilty as Sin?,52,11,2,4/22/2024
12,Drake,Push Ups,65,10,2,4/22/2024
13,Taylor Swift,The Smallest Man Who Ever Lived,64,13,2,4/22/2024
14,Taylor Swift,Fresh Out The Slammer,50,14,2,4/22/2024
15,Taylor Swift,The Alchemy,59,15,2,4/22/2024
16,Future & Metro Boomin,Type Shit,2,2,6,4/22/2024
17,Taylor Swift,loml,54,17,2,4/22/2024
18,Shaboozey,A Bar Song (Tipsy),30,2,2,4/22/2024
19,Taylor Swift,I Can Fix Him (No Really I Can),63,19,2,4/22/2024
20,Taylor Swift,Clara Bow,67,20,2,4/22/2024
21,Sexyy Red,Get It Sexyy,3,1,7,4/22/2024
22,Taylor Swift,The Black Dog,71,22,2,4/22/2024
23,Taylor Swift,So High School,70,23,2,4/22/2024
24,Taylor Swift,imgonnagetyouback,75,24,2,4/22/2024
25,Taylor Swift,thanK you aIMee,66,25,2,4/22/2024
26,GloRilla & Megan Thee Stallion,Wanna Be,4,3,4,4/22/2024
27,Hozier,Too Sweet,5,5,6,4/22/2024
28,Taylor Swift,The Albatross,77,28,2,4/22/2024
29,Taylor Swift,The Prophecy,84,29,2,4/22/2024
30,Taylor Swift,I Hate It Here,83,30,2,4/22/2024
